id	modified	language	datasetID	datasetName	dynamicProperties	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	fieldNumber	eventRemarks	locationID	waterBody	country	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	footprintWKT	footprintSRS	georeferenceRemarks
RCMed-survey-2684	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2684		RCMed U-CEM protocol				2013-07-07				2013	7	7												10	20	44.025	8.2297	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2685	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2685		RCMed U-CEM protocol				2013-07-09				2013	7	9												5	39	43.46931	10.33304	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2686	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2686		RCMed U-CEM protocol				2013-07-16				2013	7	16												3	18	40.36567	17.3125	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2687	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2687		RCMed U-CEM protocol				2013-07-09				2013	7	9												3	9	40.99967	17.21514	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2688	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2688		RCMed U-CEM protocol				2013-07-14				2013	7	14												14	22	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2689	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2689		RCMed U-CEM protocol				2013-07-14				2013	7	14												14	24	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2690	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2690		RCMed U-CEM protocol				2013-07-14				2013	7	14												10	20	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2691	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2691		RCMed U-CEM protocol				2013-07-14				2013	7	14												18	25	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2692	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2692		RCMed U-CEM protocol				2013-07-14				2013	7	14												15	25	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2693	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2693		RCMed U-CEM protocol				2013-07-14				2013	7	14												10	25	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2694	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2694		RCMed U-CEM protocol				2013-07-14				2013	7	14												10	24	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2695	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2695		RCMed U-CEM protocol				2013-07-14				2013	7	14												10	24	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2696	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2696		RCMed U-CEM protocol				2013-07-14				2013	7	14												10	24	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2697	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2697		RCMed U-CEM protocol				2013-07-14				2013	7	14												10	24	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2698	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2698		RCMed U-CEM protocol				2013-07-14				2013	7	14												10	24	44.38527	12.5866	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2699	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2699		RCMed U-CEM protocol				2013-07-14				2013	7	14												10	24	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2700	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2700		RCMed U-CEM protocol				2013-07-14				2013	7	14												10	22	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2701	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2701		RCMed U-CEM protocol				2013-07-14				2013	7	14												10	24	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2702	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2702		RCMed U-CEM protocol				2013-07-14				2013	7	14												12	20	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2703	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2703		RCMed U-CEM protocol				2013-07-14				2013	7	14												10	30	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2704	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2704		RCMed U-CEM protocol				2013-07-14				2013	7	14												12	45	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2705	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2705		RCMed U-CEM protocol				2013-07-14				2013	7	14												10	25	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2706	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2706		RCMed U-CEM protocol				2013-07-14				2013	7	14												15	20	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2707	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2707		RCMed U-CEM protocol				2013-07-14				2013	7	14												10	24	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2708	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2708		RCMed U-CEM protocol				2013-07-12				2013	7	12												10	35	42.72777	10.43472	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2709	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2709		RCMed U-CEM protocol				2013-07-14				2013	7	14												3	14	40.36593	17.31003	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2712	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2712		RCMed U-CEM protocol				2013-07-16				2013	7	16												25	26	42.0231	11.8275	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2713	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2713		RCMed U-CEM protocol				2013-07-04				2013	7	4												25	45	38.25616	15.71316	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2714	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2714		RCMed U-CEM protocol				2013-07-05				2013	7	5												12	16	38.29989	16.35297	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2715	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2715		RCMed U-CEM protocol				2013-04-06				2013	4	6												6	11	40.99906	17.21489	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2716	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2716		RCMed U-CEM protocol				2013-04-20				2013	4	20												3	20	40.36537	17.31209	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2717	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2717		RCMed U-CEM protocol				2013-04-25				2013	4	25												5	27	40.07866	18.48516	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2718	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2718		RCMed U-CEM protocol				2013-05-30				2013	5	30												3	16	40.97972	17.25916	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2719	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2719		RCMed U-CEM protocol				2013-06-30				2013	6	30												3	21	40.36537	17.31209	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2720	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2720		RCMed U-CEM protocol				2013-07-06				2013	7	6												5	19	40.36537	17.31209	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2721	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2721		RCMed U-CEM protocol				2013-07-18				2013	7	18												5	39	43.47058	10.33255	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2724	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2724		RCMed U-CEM protocol				2013-07-07				2013	7	7												18	32	40.3654	17.3121	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2725	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2725		RCMed U-CEM protocol				2013-07-13				2013	7	13												7	23	40.99144	17.2393	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2726	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2726		RCMed U-CEM protocol				2013-07-14				2013	7	14												4	16	40.36601	17.31004	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2727	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2727		RCMed U-CEM protocol				2013-07-20				2013	7	20												4	16	40.97972	17.25916	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2728	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2728		RCMed U-CEM protocol				2013-07-21				2013	7	21												17	26	40.35864	17.33785	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2730	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2730		RCMed U-CEM protocol				2013-07-20				2013	7	20												3	12	40.99967	17.21514	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2731	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2731		RCMed U-CEM protocol				2013-07-14				2013	7	14												15	20	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2732	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2732		RCMed U-CEM protocol				2013-07-27				2013	7	27												5	20	40.13851	17.98189	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2733	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2733		RCMed U-CEM protocol				2013-08-03				2013	8	3												10	30	44.09161	9.73861	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2734	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2734		RCMed U-CEM protocol				2013-08-03				2013	8	3												7	33	38.36438	15.83654	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2735	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2735		RCMed U-CEM protocol				2013-08-04				2013	8	4												5	45	38.34863	15.83239	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2736	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2736		RCMed U-CEM protocol				2013-08-06				2013	8	6												15	23	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2737	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2737		RCMed U-CEM protocol				2013-08-07				2013	8	7												35	35	44.31222	9.16638	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2739	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2739		RCMed U-CEM protocol				2013-08-09				2013	8	9												3	22	40.99906	17.21489	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2740	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2740		RCMed U-CEM protocol				2013-08-12				2013	8	12												40	50	44.11748	8.28409	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2741	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2741		RCMed U-CEM protocol				2013-08-11				2013	8	11												25	36	44.17417	8.38074	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2742	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2742		RCMed U-CEM protocol				2013-08-07				2013	8	7												10	27	44.02465	8.2295	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2743	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2743		RCMed U-CEM protocol				2013-08-11				2013	8	11												14	24	40.39786	17.24215	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2744	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2744		RCMed U-CEM protocol				2013-08-12				2013	8	12												6	15	39.69695	15.80079	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2745	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2745		RCMed U-CEM protocol				2013-07-26				2013	7	26												2	4	40.67991	9.75014	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2746	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2746		RCMed U-CEM protocol				2013-08-17				2013	8	17												0	10	44.49913	14.49398	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2747	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2747		RCMed U-CEM protocol				2013-08-17				2013	8	17												0	10	44.49913	14.49398	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2748	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2748		RCMed U-CEM protocol				2013-08-17				2013	8	17												0	10	44.49913	14.49398	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2749	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2749		RCMed U-CEM protocol				2013-08-21				2013	8	21												10	37	44.30316	9.20234	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2750	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2750		RCMed U-CEM protocol				2013-08-21				2013	8	21												10	35	44.30555	9.19611	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2751	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2751		RCMed U-CEM protocol				2013-08-22				2013	8	22												19	21	45.19423	12.42508	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2752	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2752		RCMed U-CEM protocol				2013-08-18				2013	8	18												3	21	40.36396	17.3113	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2753	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2753		RCMed U-CEM protocol				2013-08-22				2013	8	22												7	23	40.26793	17.51706	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2754	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2754		RCMed U-CEM protocol				2013-08-01				2013	8	1												10	25	42.71094	10.41323	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2755	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2755		RCMed U-CEM protocol				2013-08-18				2013	8	18												10	30	44.23411	8.44601	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2756	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2756		RCMed U-CEM protocol				2013-08-22				2013	8	22												5	5	44.19897	8.42248	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2757	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2757		RCMed U-CEM protocol				2013-08-07				2013	8	7												1	4	40.92437	17.33706	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2758	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2758		RCMed U-CEM protocol				2013-08-09				2013	8	9												2	15	40.98004	17.2594	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2759	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2759		RCMed U-CEM protocol				2013-08-09				2013	8	9												3	23	40.9915	17.2388	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2760	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2760		RCMed U-CEM protocol				2013-08-30				2013	8	30												17	25	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2761	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2761		RCMed U-CEM protocol				2013-09-05				2013	9	5												15	35	44.30805	9.19	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2762	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2762		RCMed U-CEM protocol				2013-09-05				2013	9	5												15	35	44.30316	9.20234	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2763	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2763		RCMed U-CEM protocol				2013-08-24				2013	8	24												6	9	39.20096	16.05735	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2764	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2764		RCMed U-CEM protocol				2013-08-24				2013	8	24												4	12	39.20056	16.05635	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2765	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2765		RCMed U-CEM protocol				2013-09-10				2013	9	10												5	14	45.1212	13.6159	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2766	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2766		RCMed U-CEM protocol				2013-09-10				2013	9	10												5	12	45.0485	13.6215	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2767	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2767		RCMed U-CEM protocol				2013-09-10				2013	9	10												6	13	45.0485	13.6215	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2768	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2768		RCMed U-CEM protocol				2013-09-10				2013	9	10												5	14	45.1212	13.6159	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2769	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2769		RCMed U-CEM protocol				2013-09-12				2013	9	12												5	14	45.074	13.61	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2770	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2770		RCMed U-CEM protocol				2013-09-12				2013	9	12												6	13	45.074	13.61	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2771	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2771		RCMed U-CEM protocol				2013-09-13				2013	9	13												17	22	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2772	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2772		RCMed U-CEM protocol				2013-09-15				2013	9	15												17	22	44.38527	12.58666	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2773	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2773		RCMed U-CEM protocol				2013-09-08				2013	9	8												7	40	39.79307	18.36898	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2774	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2774		RCMed U-CEM protocol				2013-09-11				2013	9	11												10	40	39.79307	18.36898	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2775	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2775		RCMed U-CEM protocol				2013-09-13				2013	9	13												8	21	40.13851	17.98189	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2778	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2778		RCMed U-CEM protocol				2013-09-21				2013	9	21												10	38	44.30543	9.19625	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2779	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2779		RCMed U-CEM protocol				2013-09-21				2013	9	21												15	35	44.32114	9.14394	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2780	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2780		RCMed U-CEM protocol				2013-09-15				2013	9	15												2	11	42.86607	10.42336	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2781	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2781		RCMed U-CEM protocol				2013-09-20				2013	9	20												6	23	40.97987	17.25916	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2782	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2782		RCMed U-CEM protocol				2013-09-28				2013	9	28												10	25	37.64105	-0.67675	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2783	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2783		RCMed U-CEM protocol				2013-09-28				2013	9	28												11	30	37.64105	-0.67675	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2784	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2784		RCMed U-CEM protocol				2013-09-29				2013	9	29												6	38	37.64645	-0.66556	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2785	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2785		RCMed U-CEM protocol				2013-09-03				2013	9	3												29	32	42.9768	10.482	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2786	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2786		RCMed U-CEM protocol				2013-08-28				2013	8	28												29	31	42.9731	10.482	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2787	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2787		RCMed U-CEM protocol				2013-10-05				2013	10	5												20	25	44.20833	8.41916	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2788	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2788		RCMed U-CEM protocol				2013-09-26				2013	9	26												6	23	40.99144	17.2393	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2789	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2789		RCMed U-CEM protocol				2013-10-06				2013	10	6												30	32	42.72166	10.43541	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2790	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2790		RCMed U-CEM protocol				2013-10-12				2013	10	12												6	27	44.2101	8.42266	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2791	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2791		RCMed U-CEM protocol				2013-10-15				2013	10	15												5	16	40.9776	17.27195	EPSG:4326	200.0		EPSG:4326	
RCMed-survey-2792	2021-03-17 13:34:06	en	IMIS:dasid:6454	Reef Check Med - key Mediterranean marine species 2001-2020		RCMed-survey-2792		RCMed U-CEM protocol				2013-10-17				2013	10	17												29	31	42.71194	10.43194	EPSG:4326	200.0		EPSG:4326	
